uniprot,symbol,compartments,n_compartments
P14324,FDPS,cytosol;mitochondrion;nucleus;peroxisome,4
E9PK12,FUZ,cytoskeleton;extracellular;plasma_membrane;vesicle,4
P17174,GOT1,cytosol;extracellular;nucleus;vesicle,4
Q9P1U1-2,ACTR3B,cytoskeleton;extracellular;vesicle,3
Q9Y5Z7,HCFC2,cytosol;nucleus,2
O43820-2,HYAL3,endoplasmic_reticulum;endosome;extracellular;lysosome;plasma_membrane;vesicle,6
Q8N6T3-2,ARFGAP1,cell junction;cytosol;golgi;synapse,4
Q9Y6K9-2,IKBKG,cytoskeleton;cytosol;nucleus,3
Q9H5V7,IKZF5,nucleus,1
P48544,KCNJ5,plasma_membrane,1
Q9UIH9,KLF15,nucleus,1
P11279,LAMP1,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
Q9UQV4,LAMP3,endosome;lysosome;plasma_membrane;vesicle,4
Q17RB8-2,LONRF1,cytosol,1
O75030-2,MITF,cytosol;lysosome;nucleus,3
Q5VW31,NFIB,nucleolus;nucleus;plasma_membrane,3
Q5VV41,ARHGEF16,cytosol,1
Q9GZQ4,NMUR2,plasma_membrane,1
Q9NY27,PPP4R2,cytoskeleton;nucleus,2
P49642,PRIM1,nucleus,1
P11464-2,PSG1,extracellular,1
P15151-2,PVR,cell junction;extracellular;plasma_membrane,3
Q8IW75,SERPINA12,extracellular,1
P05120,SERPINB2,extracellular;plasma_membrane,2
P49407-2,ARRB1,cytosol;golgi;lysosome;nucleus;plasma_membrane;vesicle,6
P36955,SERPINF1,extracellular;vesicle,2
Q7Z698,SPRED2,cytosol;plasma_membrane;vesicle,3
Q96FJ0-2,STAMBPL1,cytosol;endosome;vesicle,3
Q9C0K7-2,STRADB,cytosol;nucleus,2
O43463,SUV39H1,nucleolus;nucleus;plasma_membrane;vesicle,4
Q96B67,ARRDC3,endosome;lysosome;plasma_membrane;vesicle,4
Q8IV01,SYT12,cell junction;plasma_membrane;synapse;vesicle,4
Q6UWJ1-2,TMCO3,golgi;plasma_membrane,2
Q86T26,TMPRSS11B,extracellular;plasma_membrane;vesicle,3
Q8NBZ7-2,UXS1,endoplasmic_reticulum;extracellular;golgi;nucleus;vesicle,5
Q5GFL6-3,VWA2,extracellular;vesicle,2
Q502W6-3,VWA3B,cytosol;nucleus,2
Q8IZQ1-2,WDFY3,cytosol;nucleus;plasma_membrane,3
P00966,ASS1,cytosol;extracellular;nucleus;vesicle,4
Q96EX3,WDR34,cytoskeleton;cytosol;nucleus;plasma_membrane,4
P57081-2,WDR4,cytosol;nucleus,2
Q9UNY5-2,ZNF232,cytosol;nucleus,2
Q14032,BAAT,cytosol;peroxisome,2
Q13515,BFSP2,cytoskeleton;plasma_membrane,2
Q9HAW0,BRF2,nucleolus;nucleus,2
O43825,B3GALT2,golgi,1
P28799,GRN,endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;plasma_membrane;vesicle,7
P30511-2,HLA-F,endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;vesicle,8
Q9NWB7,IFT57,cytoskeleton;golgi;plasma_membrane,3
Q68DU8,KCTD16,cell junction;plasma_membrane;synapse,3
Q9Y664,KPTN,cell junction;cytoskeleton;lysosome;plasma_membrane;synapse,5
Q99538,LGMN,endosome;extracellular;lysosome;vesicle,4
Q9H8J5,MANSC1,golgi,1
P45983-2,MAPK8,cell junction;cytosol;nucleus;plasma_membrane;synapse,5
P55081,MFAP1,extracellular;nucleus,2
Q9BZE1,MRPL37,mitochondrion,1
E3W994,CLASP2,cell junction;cytoskeleton;cytosol;golgi;nucleus;plasma_membrane;synapse,7
Q53H76-2,PLA1A,extracellular,1
P55345,PRMT2,cytosol;nucleolus;nucleus,3
P35998,PSMC2,cell junction;cytosol;extracellular;nucleus;synapse;vesicle,6
P09543-2,CNP,cytoskeleton;extracellular;mitochondrion;plasma_membrane;vesicle,5
Q09028-3,RBBP4,cytosol;nucleus,2
Q86U06-2,RBM23,nucleus,1
P18754-2,RCC1,nucleus,1
P61201-2,COPS2,cytosol;extracellular;nucleus,3
Q969Z4,RELT,cytosol;nucleus;plasma_membrane,3
Q9GZR2,REXO4,nucleolus;nucleus,2
Q8NBX0,SCCPDH,extracellular;mitochondrion;nucleus;vesicle,4
Q9UNS2,COPS3,cytosol;nucleus,2
O14863,SLC30A4,endosome;lysosome;plasma_membrane;vesicle,4
Q9BS91,SLC35A5,golgi,1
P84022,SMAD3,cytosol;nucleus,2
O60906,SMPD2,endoplasmic_reticulum;plasma_membrane,2
Q9UQ90,SPG7,mitochondrion,1
Q8NEF9,SRFBP1,nucleus,1
Q5T7P8-2,SYT6,cell junction;cytosol;endoplasmic_reticulum;plasma_membrane;synapse;vesicle,6
Q8WW24,TEKT4,cytoskeleton;nucleus;plasma_membrane,3
P05549,TFAP2A,nucleus,1
Q9HAW8,UGT1A10,endoplasmic_reticulum;nucleus,2
Q9UN37,VPS4A,cytoskeleton;cytosol;endosome;extracellular;lysosome;nucleus;plasma_membrane;vesicle,8
Q9BV38,WDR18,nucleolus;nucleus,2
Q6ZSS3-2,ZNF621,nucleus,1
Q9HCP0-2,CSNK1G1,cytosol;nucleus;plasma_membrane,3
Q8TAV3,CYP2W1,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q92466,DDB2,cell junction;nucleus,2
O00148,DDX39A,nucleus,1
O14640-2,DVL1,cell junction;cytosol;plasma_membrane;synapse;vesicle,5
Q9BQ95,ECSIT,cytosol;mitochondrion;nucleus,3
P25101,EDNRA,plasma_membrane,1
Q96A84-2,EMID1,endoplasmic_reticulum,1
Q6UWR7,ENPP6,extracellular;plasma_membrane;vesicle,3
Q9BZS1,FOXP3,cytosol;nucleus,2
Q12802-2,AKAP13,cytosol;nucleus,2
Q8NBU5,ATAD1,cell junction;cytosol;mitochondrion;peroxisome;plasma_membrane;synapse,6
Q15884,FAM189A2,endosome;plasma_membrane;vesicle,3
Q9UN86-2,G3BP2,cytosol,1
Q8WXI9,GATAD2B,nucleus,1
Q13439-3,GOLGA4,cytosol;extracellular;golgi;nucleus;plasma_membrane;vesicle,6
P55795,HNRNPH2,cytosol;nucleus,2
Q13315,ATM,cytoskeleton;cytosol;nucleolus;nucleus;peroxisome;vesicle,6
P17658,KCNA6,plasma_membrane,1
P43629,KIR3DL1,plasma_membrane,1
P61326,MAGOH,cytosol;nucleus,2
P08254,MMP3,extracellular;nucleus,2
O14977,AZIN1,nucleus,1
Q13635-2,PTCH1,plasma_membrane;vesicle,2
Q15262-2,PTPRK,cell junction;plasma_membrane,2
Q13636,RAB31,cytosol;endosome;golgi;plasma_membrane;vesicle,5
Q92737-2,RASL10A,nucleolus;nucleus;plasma_membrane,3
Q9Y572-2,RIPK3,cytosol;nucleus,2
P26373,RPL13,cytosol;endoplasmic_reticulum;nucleolus;nucleus,4
Q9UL15-2,BAG5,cytosol;mitochondrion;nucleus,3
Q8N488,RYBP,nucleus,1
Q7Z3H4,SAMD7,nucleus,1
P14672,SLC2A4,golgi;plasma_membrane;vesicle,3
O43521-12,BCL2L11,cytosol;mitochondrion,2
P04179,SOD2,extracellular;mitochondrion;vesicle,3
P17735,TAT,cytosol,1
Q15170-2,TCEAL1,nucleus,1
Q6NT04,TIGD7,cytosol;nucleus;plasma_membrane,3
Q13885,TUBB2A,cytoskeleton;extracellular;nucleus;plasma_membrane;vesicle,5
Q9BVA1,TUBB2B,cytoskeleton;extracellular;nucleus;plasma_membrane,4
P49765-2,VEGFB,extracellular;vesicle,2
Q9UNX4,WDR3,nucleolus;nucleus,2
Q9H3J6,C12orf65,mitochondrion,1
Q8NBB4-2,ZSCAN1,nucleus,1
Q8WVX3,C4orf3,endoplasmic_reticulum;nucleus,2
Q05901,CHRNB3,cell junction;plasma_membrane;synapse,3
P31146,CORO1A,cytoskeleton;cytosol;extracellular;plasma_membrane;synapse;vesicle,6
Q9NP73-3,ALG13,endoplasmic_reticulum;nucleus,2
Q9UKG9,CROT,cytosol;peroxisome,2
P33260,CYP2C18,endoplasmic_reticulum;nucleus,2
Q86YN1,DOLPP1,endoplasmic_reticulum;nucleus,2
P41212,ETV6,cytosol;nucleolus;nucleus;plasma_membrane,4
P42025,ACTR1B,cytoskeleton;cytosol;extracellular;vesicle,4
P13928,ANXA8,cytosol;endosome;extracellular;plasma_membrane;vesicle,5
Q9HA64,FN3KRP,cytosol,1
Q9H4A6,GOLPH3,cytosol;endosome;golgi;mitochondrion;plasma_membrane;vesicle,6
Q9NS66,GPR173,plasma_membrane,1
P52655,GTF2A1,nucleus,1
Q86UP8-5,GTF2IRD2,nucleus,1
B0V056,HLA-DPB1,cell junction;endoplasmic_reticulum;endosome;golgi;lysosome;nucleus;plasma_membrane;vesicle,8
P31785,IL2RG,cytosol;endosome;plasma_membrane;vesicle,4
Q96MG2,JSRP1,endoplasmic_reticulum;nucleus,2
Q9NS61-2,KCNIP2,plasma_membrane,1
Q96BZ8,LENG1,nucleus,1
Q9UPM6-3,LHX6,nucleus,1
Q96GD4,AURKB,cytoskeleton;cytosol;nucleus,3
Q9Y586,MAB21L2,nucleus,1
P53778,MAPK12,cytosol;mitochondrion;nucleus,3
Q5VZF2-2,MBNL2,nucleus,1
Q07820-2,MCL1,cytosol;mitochondrion;nucleus,3
P34949-2,MPI,cytosol;extracellular;vesicle,3
Q9H2M3,BHMT2,cytosol;extracellular;vesicle,3
O00459,PIK3R2,cytosol;nucleus,2
P11309-2,PIM1,cytosol;nucleolus;nucleus;plasma_membrane,4
Q02833-2,RASSF7,cytoskeleton,1
Q9H477,RBKS,cytosol;nucleus,2
Q9NQW1-2,SEC31B,cytosol;endoplasmic_reticulum;golgi;nucleus;vesicle,5
Q16533,SNAPC1,nucleolus;nucleus,2
O15466,ST8SIA5,golgi,1
Q96CA5,BIRC7,cytoskeleton;cytosol;golgi;nucleus,4
O94768,STK17B,er_golgi_intermediate;nucleus;plasma_membrane,3
Q96EK4,THAP11,nucleus,1
Q9C037-2,TRIM4,cytosol;plasma_membrane,2
Q8TAG5-2,VSTM2A,extracellular,1
Q8N0Y2-2,ZNF444,nucleolus;nucleus,2
Q96C55,ZNF524,nucleus,1
Q14012,CAMK1,cell junction;cytosol;nucleus;synapse,4
Q9BZP6-2,CHIA,extracellular,1
Q9Y240,CLEC11A,extracellular,1
P09972,ALDOC,cytoskeleton;cytosol;extracellular;vesicle,4
Q9BU89,DOHH,cytosol,1
Q9H4A9-2,DPEP2,plasma_membrane,1
Q9Y4J8-2,DTNA,cell junction;cytoskeleton;nucleus;plasma_membrane;synapse,5
Q7L2H7,EIF3M,cytosol,1
P48023,FASLG,extracellular;lysosome;nucleus;plasma_membrane;vesicle,5
Q13685,AAMP,cytoskeleton;cytosol;extracellular;plasma_membrane,4
Q9Y282-3,ERGIC3,endoplasmic_reticulum;er_golgi_intermediate;golgi;nucleus;vesicle,5
Q16186,ADRM1,cell junction;cytosol;nucleus;plasma_membrane;synapse;vesicle,6
Q9NXC2,GFOD1,extracellular,1
Q9NQS5,GPR84,plasma_membrane;vesicle,2
O43448,KCNAB3,plasma_membrane,1
Q14654,KCNJ11,plasma_membrane,1
Q9P2G3,KLHL14,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,4
Q0VG99,MESP2,nucleus,1
Q5TGY3,AHDC1,nucleus,1
Q5M9Q1,NKAPL,nucleus,1
O15547,P2RX6,cell junction;nucleus;plasma_membrane,3
Q92643,PIGK,endoplasmic_reticulum;nucleus,2
Q8NBT0,POC1A,cytoskeleton;plasma_membrane,2
Q13362-2,PPP2R5C,cytosol;nucleus,2
Q9H871,RMND5A,cytosol;nucleus,2
Q8N122,RPTOR,cytosol;lysosome;nucleus,3
Q96CM3,RPUSD4,mitochondrion;nucleus,2
P21453,S1PR1,endosome;nucleus;plasma_membrane;vesicle,4
Q9NP31-2,SH2D2A,cytosol,1
Q969G3-2,SMARCE1,nucleus,1
Q3SY56,SP6,nucleus,1
P16150,SPN,extracellular;nucleus;plasma_membrane;vesicle,4
Q14188-2,TFDP2,nucleus,1
Q5T4D3-3,TMTC4,endoplasmic_reticulum,1
Q8IWR1,TRIM59,endoplasmic_reticulum;nucleus,2
Q96P53,WDFY2,endosome;vesicle,2
P56704,WNT3A,cell junction;endoplasmic_reticulum;endosome;extracellular;golgi;plasma_membrane;synapse;vesicle,8
Q9H2G9,BLZF1,golgi;nucleus,2
Q9Y426-2,C2CD2,cytosol;nucleus,2
O14958,CASQ2,endoplasmic_reticulum;nucleus,2
A5D8V7,CCDC151,cytoskeleton;plasma_membrane,2
Q8WUE2,CD96,plasma_membrane,1
F5H1M0,CFI,extracellular;vesicle,2
P51398,DAP3,mitochondrion;nucleus,2
Q3SXM0,DCAF4L1,cytosol,1
O96019-2,ACTL6A,nucleus;plasma_membrane,2
O14498,ISLR,extracellular;vesicle,2
P01042-2,KNG1,endoplasmic_reticulum;extracellular;plasma_membrane;vesicle,4
Q9Y546,LRRC42,nucleus,1
P45984-2,MAPK9,cytosol;nucleus;plasma_membrane,3
P82675,MRPS5,mitochondrion,1
O96009,NAPSA,endosome;extracellular;lysosome;vesicle,4
Q9UKS6,PACSIN3,cytosol;endosome;extracellular;plasma_membrane;vesicle,5
O15530-3,PDPK1,cell junction;cytosol;nucleus;plasma_membrane,4
Q9H3S5,PIGM,endoplasmic_reticulum;nucleus,2
Q86YW0-2,PLCZ1,cytosol;nucleus,2
Q9Y2T4,PPP2R2C,cytosol,1
Q16557,PSG3,extracellular,1
Q00887,PSG9,extracellular;plasma_membrane,2
Q147X8,PTGER3,nucleus;plasma_membrane,2
Q15256-3,PTPRR,cell junction;cytosol;extracellular;plasma_membrane,4
Q16576,RBBP7,cytosol;nucleus,2
P42696,RBM34,nucleolus;nucleus,2
P36578,RPL4,cell junction;cytosol;endoplasmic_reticulum;extracellular;nucleolus;nucleus;vesicle,7
P29622,SERPINA4,extracellular;vesicle,2
Q96NU7,AMDHD1,cytosol,1
P05543,SERPINA7,extracellular;vesicle,2
O15198-2,SMAD9,cytosol;nucleus,2
Q9H7B4,SMYD3,nucleus,1
Q9BXG8,SPZ1,nucleus,1
Q9Y6Q5-2,AP1M2,cytosol;golgi;lysosome;vesicle,4
Q15532-2,SS18,nucleus,1
O00506,STK25,extracellular;golgi;vesicle,3
Q8N9I0,SYT2,cell junction;plasma_membrane;synapse;vesicle,4
P09110,ACAA1,cytosol;extracellular;peroxisome;vesicle,4
P54274-2,TERF1,cytoskeleton;nucleolus;nucleus,3
Q6ZMR5-2,TMPRSS11A,plasma_membrane,1
Q9H3S3,TMPRSS5,plasma_membrane,1
O95922,TTLL1,cytoskeleton;plasma_membrane,2
Q401N2,ZACN,plasma_membrane,1
Q3SXY8-2,ARL13B,cytoskeleton;cytosol;extracellular;plasma_membrane,4
Q8NC26,ZNF114,extracellular;nucleus;vesicle,3
Q6V9R5,ZNF562,nucleus,1
Q96LX8,ZNF597,nucleus,1
Q9BSU1,C16orf70,cell junction;golgi;plasma_membrane;synapse;vesicle,5
Q9H2A9,CHST8,golgi,1
E9PP49,COL8A2,endoplasmic_reticulum;extracellular,2
P28330,ACADL,mitochondrion,1
Q9UI42,CPA4,extracellular,1
Q13363,CTBP1,nucleus,1
Q96DZ1,ERLEC1,endoplasmic_reticulum,1
Q96BN6-2,FAM149B1,plasma_membrane,1
Q3SYB3,FOXD4L6,nucleus,1
Q99999,GAL3ST1,golgi;plasma_membrane,2
O75600,GCAT,mitochondrion;nucleus,2
Q14642,INPP5A,plasma_membrane,1
P09104,ENO2,cytosol;extracellular;plasma_membrane;vesicle,4
O75616,ERAL1,cytosol;mitochondrion,2
Q92685,ALG3,endoplasmic_reticulum;nucleus,2
P49327,FASN,cytosol;extracellular;golgi;plasma_membrane;vesicle,5
Q8NCQ5,FBXO15,cytosol,1
Q14314,FGL2,extracellular;vesicle,2
Q96CW1-2,AP2M1,cell junction;cytosol;endosome;extracellular;golgi;lysosome;plasma_membrane;synapse;vesicle,9
P49356,FNTB,cytosol,1
Q86YR5-4,GPSM1,cytosol;endoplasmic_reticulum;golgi;nucleus;plasma_membrane,5
Q8WYA0,IFT81,cytoskeleton;plasma_membrane,2
P26012,ITGB8,cell junction;extracellular;plasma_membrane;vesicle,4
Q9H9P8-2,L2HGDH,mitochondrion,1
P36941,LTBR,golgi;plasma_membrane,2
Q9NP92,MRPS30,mitochondrion,1
Q8N5I2,ARRDC1,extracellular;plasma_membrane;vesicle,3
O94832,MYO1D,cytoskeleton;endosome;extracellular;plasma_membrane;vesicle,5
Q9BPX3,NCAPG,cytosol;nucleus,2
O43929,ORC4,cytosol;nucleolus;nucleus,3
P23526,AHCY,cytosol;endoplasmic_reticulum;extracellular;nucleus;vesicle,5
Q15084-2,PDIA6,cytosol;endoplasmic_reticulum;er_golgi_intermediate;extracellular;nucleus;plasma_membrane;vesicle,7
P55347-2,PKNOX1,cytosol;nucleus,2
P00749-2,PLAU,cell junction;extracellular;plasma_membrane;vesicle,4
Q8TD55,PLEKHO2,extracellular;vesicle,2
O60664-3,PLIN3,cytosol;endosome;golgi;vesicle,4
P55058-2,PLTP,extracellular;nucleus,2
P62191,PSMC1,cell junction;cytosol;nucleus;synapse;vesicle,5
Q6HA08,ASTL,extracellular;plasma_membrane;vesicle,3
P17980,PSMC3,cell junction;cytosol;extracellular;nucleus;synapse;vesicle,6
O75783,RHBDL1,plasma_membrane,1
Q9BY78,RNF26,endoplasmic_reticulum;nucleus,2
O00141,SGK1,cytosol;endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,5
Q9Y336,SIGLEC9,plasma_membrane;vesicle,2
Q8N2I9-4,STK40,cytosol;nucleus,2
Q9BT88,SYT11,cell junction;endosome;golgi;lysosome;plasma_membrane;synapse;vesicle,7
P18075,BMP7,extracellular,1
O75528-2,TADA3,cytoskeleton;nucleus,2
Q8WUA7,TBC1D22A,golgi,1
Q9UIF3,TEKT2,cytoskeleton;nucleus;plasma_membrane,3
O43493-2,TGOLN2,endoplasmic_reticulum;endosome;golgi;plasma_membrane;vesicle,5
O14763-2,TNFRSF10B,plasma_membrane,1
Q9Y4R7-5,TTLL3,cytoskeleton;cytosol;plasma_membrane,3
Q8IWV8-4,UBR2,cytosol;nucleus,2
P41587,VIPR2,plasma_membrane,1
Q9Y4P8,WIPI2,cytosol;nucleus,2
Q3KNS6,ZNF829,nucleus,1
P17040-3,ZSCAN20,nucleus,1
Q7L1S5,CHST9,extracellular;golgi,2
Q8NFT6-2,DBF4B,nucleus,1
Q9UJU6-2,DBNL,cell junction;cytoskeleton;cytosol;endosome;extracellular;golgi;plasma_membrane;synapse;vesicle,9
Q0VDD8-2,DNAH14,cytoskeleton;plasma_membrane,2
P26641,EEF1G,cytosol;extracellular;nucleus;vesicle,4
P14416-3,DRD2,cell junction;golgi;plasma_membrane;synapse,4
P24530-3,EDNRB,plasma_membrane,1
P60228,EIF3E,cytosol;extracellular;nucleus;vesicle,4
O60427,FADS1,endoplasmic_reticulum;mitochondrion;nucleus,3
Q9Y5Q0,FADS3,endoplasmic_reticulum;nucleus,2
Q9UKT4-2,FBXO5,cytoskeleton;cytosol;nucleus,3
Q9NP70-2,AMBN,endoplasmic_reticulum;extracellular,2
Q8TAK5,GABPB2,nucleus,1
O14764,GABRD,cell junction;plasma_membrane;synapse,3
Q7Z4T8,GALNTL5,endosome;golgi;vesicle,3
P31150,GDI1,cytosol;endoplasmic_reticulum;golgi,3
P50395,GDI2,cell junction;cytosol;extracellular;golgi;lysosome;vesicle,6
Q9NQ84-2,GPRC5C,extracellular;plasma_membrane;vesicle,3
Q12894,IFRD2,nucleus,1
Q9BT40-2,INPP5K,cytosol;endoplasmic_reticulum;golgi;nucleus;plasma_membrane,5
Q14653,IRF3,cytosol;mitochondrion;nucleus,3
Q969R8,ITFG2,lysosome,1
Q8IV38,ANKMY2,plasma_membrane,1
Q8NHJ6-2,LILRB4,extracellular;plasma_membrane;vesicle,3
Q6NSJ5,LRRC8E,endoplasmic_reticulum;lysosome;nucleus;plasma_membrane,4
Q9H7H0-2,METTL17,mitochondrion;nucleus,2
Q9H8K7,C10orf88,mitochondrion,1
Q8WY64,MYLIP,cytosol;plasma_membrane,2
O95544,NADK,cytosol,1
Q9BY11,PACSIN1,cell junction;cytosol;endosome;plasma_membrane;synapse;vesicle,6
P78364,PHC1,nucleus,1
Q96PV4,PNMA5,nucleus,1
Q00005-2,PPP2R2B,cytoskeleton;cytosol;mitochondrion,3
P49810,PSEN2,cytoskeleton;endoplasmic_reticulum;endosome;golgi;lysosome;mitochondrion;nucleus;plasma_membrane;vesicle,9
Q92565-2,RAPGEF5,nucleus;plasma_membrane,2
Q9UK55,SERPINA10,endoplasmic_reticulum;extracellular;vesicle,3
Q13137,CALCOCO2,cytoskeleton;cytosol;nucleus;vesicle,4
O95219,SNX4,cytoskeleton;endosome;plasma_membrane;vesicle,4
Q14849,STARD3,cytosol;endoplasmic_reticulum;endosome;lysosome;nucleus;vesicle,6
Q15562,TEAD2,cytosol;nucleus,2
Q9BSI4-2,TINF2,nucleus,1
Q7Z403-3,TMC6,endoplasmic_reticulum;extracellular;golgi;nucleus;plasma_membrane;vesicle,6
P17752,TPH1,cytosol;plasma_membrane,2
Q96BQ3,TRIM43,cytoskeleton,1
P32239,CCKBR,plasma_membrane,1
Q71U36,TUBA1A,cytoskeleton;cytosol;endosome;extracellular;nucleus;plasma_membrane;vesicle,7
P68363,TUBA1B,cytoskeleton;plasma_membrane,2
Q9BQE3,TUBA1C,cytoskeleton;nucleus;plasma_membrane;vesicle,4
P68366,TUBA4A,cytoskeleton;cytosol;extracellular;plasma_membrane;vesicle,5
P07437,TUBB,cytoskeleton;cytosol;extracellular;lysosome;nucleus;plasma_membrane;vesicle,7
Q9H4B7,TUBB1,cytoskeleton;extracellular;plasma_membrane;vesicle,4
Q13509,TUBB3,cytoskeleton;extracellular;nucleus;plasma_membrane;vesicle,5
Q9BSQ5,CCM2,mitochondrion,1
Q9NRH3,TUBG2,cytoskeleton;cytosol;nucleus,3
O75386,TULP3,extracellular;nucleolus;nucleus;plasma_membrane,4
Q86UV5,USP48,cytosol;mitochondrion;nucleus;plasma_membrane,4
Q86T13,CLEC14A,endoplasmic_reticulum;extracellular;plasma_membrane,3
P10909-2,CLU,cytosol;endoplasmic_reticulum;extracellular;golgi;mitochondrion;nucleus;plasma_membrane;vesicle,8
Q12887,COX10,cytosol;mitochondrion;nucleolus;nucleus,4
P14384,CPM,extracellular;plasma_membrane;vesicle,3
Q9NQ79-2,CRTAC1,extracellular;vesicle,2
P30838,ALDH3A1,cytosol;endoplasmic_reticulum;extracellular;plasma_membrane,4
P04066,FUCA1,extracellular;lysosome;vesicle,3
Q16445,GABRA6,cell junction;plasma_membrane;synapse,3
Q01415,GALK2,cytosol,1
O60383,GDF9,extracellular,1
Q9Y5C1,ANGPTL3,extracellular;plasma_membrane,2
Q9HD26-2,GOPC,cell junction;golgi;lysosome;plasma_membrane;synapse;vesicle,6
Q9H8Y8-2,GORASP2,endoplasmic_reticulum;golgi;nucleus,3
E7EN14,IL16,cell junction;cytosol;extracellular;nucleus;plasma_membrane,5
A4FU63,IL1RL2,extracellular;plasma_membrane,2
Q13418,ILK,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
Q96CB8,INTS12,nucleus,1
Q8N734,KIR3DL2,plasma_membrane,1
P55198,MLLT6,nucleus,1
O95396,MOCS3,cytosol,1
Q6IBW4-2,NCAPH2,cell junction;extracellular;nucleus,3
Q13867,BLMH,cytosol;extracellular;nucleus;vesicle,4
O95897,OLFM2,cell junction;extracellular;nucleus;plasma_membrane;synapse,5
Q96PB7-3,OLFM3,cell junction;extracellular;synapse,3
Q9NR12,PDLIM7,cell junction;cytoskeleton;cytosol,3
Q92569,PIK3R3,cytosol,1
Q66LE6,PPP2R2D,cytosol,1
P04070,PROC,endoplasmic_reticulum;extracellular;golgi,3
O00232,PSMD12,cell junction;cytosol;extracellular;nucleus;synapse;vesicle,6
P10276-2,RARA,cytoskeleton;cytosol;nucleolus;nucleus;plasma_membrane,5
Q9Y265,RUVBL1,cytoskeleton;cytosol;extracellular;nucleus;plasma_membrane;vesicle,6
Q9NRX5,SERINC1,endoplasmic_reticulum;nucleus;plasma_membrane,3
P22003,BMP5,extracellular;vesicle,2
Q9H173,SIL1,endoplasmic_reticulum;extracellular,2
Q99808,SLC29A1,plasma_membrane,1
Q9NVC3,SLC38A7,lysosome;plasma_membrane,2
Q9C0K1-2,SLC39A8,lysosome;plasma_membrane,2
Q9NX95-3,SYBU,cytoskeleton;golgi;mitochondrion;vesicle,4
Q9Y6J9,TAF6L,extracellular;nucleus;vesicle,3
P10828,THRB,nucleus,1
O43615,TIMM44,mitochondrion;nucleolus;nucleus,3
Q3ZCQ8-2,TIMM50,endoplasmic_reticulum;golgi;mitochondrion;nucleus,4
P29401,TKT,cytosol;extracellular;nucleus;peroxisome;vesicle,5
P19438-2,TNFRSF1A,extracellular;golgi;plasma_membrane,3
Q5JTV8,TOR1AIP1,nucleus,1
P49411,TUFM,extracellular;mitochondrion;vesicle,3
Q495M9,USH1G,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q9HAH1,ZNF556,nucleus,1
Q8IWY8,ZSCAN29,nucleus,1
P01730,CD4,endoplasmic_reticulum;endosome;extracellular;nucleus;plasma_membrane;vesicle,6
C9J3G1,CHN1,cytosol,1
P15169,CPN1,extracellular,1
Q13616,CUL1,cytosol;nucleus;plasma_membrane,3
P68104,EEF1A1,cytoskeleton;cytosol;extracellular;lysosome;nucleolus;nucleus;plasma_membrane;vesicle,8
P07099,EPHX1,endoplasmic_reticulum;nucleus,2
P00740,F9,endoplasmic_reticulum;extracellular;golgi;plasma_membrane;vesicle,5
Q02790,FKBP4,cytoskeleton;cytosol;extracellular;mitochondrion;nucleus;plasma_membrane;vesicle,7
Q8N6G6-6,ADAMTSL1,endoplasmic_reticulum;extracellular,2
Q9Y243-2,AKT3,cytosol;nucleus,2
O15488-2,GYG2,cytosol;nucleus,2
Q16649,NFIL3,nucleus,1
P49005,POLD2,nucleus,1
P43353,ALDH3B1,extracellular;plasma_membrane;vesicle,3
P49758-10,RGS6,cytosol;nucleolus;nucleus;plasma_membrane,4
Q9Y230,RUVBL2,cytosol;extracellular;nucleus;vesicle,4
P48443,RXRG,nucleus,1
Q9Y226-2,SLC22A13,endoplasmic_reticulum;extracellular;golgi;plasma_membrane;vesicle,5
Q6KCM7-2,SLC25A25,mitochondrion,1
Q9Y5X2,SNX8,endosome;vesicle,2
Q9NSC7,ST6GALNAC1,golgi,1
Q9Y2H1,STK38L,cytoskeleton;cytosol,2
P24557,TBXAS1,cytosol;endoplasmic_reticulum;nucleus,3
Q8NFQ8,TOR1AIP2,endoplasmic_reticulum;nucleus,2
Q96NM4-2,TOX2,nucleus,1
Q8WXI3-2,ASB10,cytosol;nucleus,2
Q8NCE0-2,TSEN2,cytoskeleton;cytosol;nucleolus;nucleus,4
P08670,VIM,cell junction;cytoskeleton;cytosol;extracellular;nucleus;peroxisome;plasma_membrane;vesicle,8
Q96G97-3,BSCL2,endoplasmic_reticulum;nucleus,2
P27918,CFP,endoplasmic_reticulum;extracellular;golgi;vesicle,4
Q9NYL5,CYP39A1,endoplasmic_reticulum;nucleus,2
Q05639,EEF1A2,endoplasmic_reticulum;lysosome;nucleus,3
Q99518,FMO2,endoplasmic_reticulum;nucleus,2
Q9BTY2,FUCA2,endoplasmic_reticulum;extracellular;lysosome;vesicle,4
P20073-2,ANXA7,endoplasmic_reticulum;extracellular;nucleus;plasma_membrane;vesicle,5
Q9NQX6,ZNF331,nucleus,1
Q96NX9-2,DACH2,nucleus,1
